CustomerId,CreditScore,Region,Gender,Age,ACCT_OPN_DATE,M_Minus_one_Bal,Total_FD_Amt,HasCrCard,Last_Login_Date,EstimatedSalary,Acct_Cls_Flag,Current_balance,M_Minus_two_Bal,Acct_vintage,Login_vintage,CreditScore_buckets,Age_buckets,Churn
15767358,711,Western,Female,45,2023-07-08,138148,470000,0,2023-05-08,50610.62,0,115728,70516,44,105,c.660-720,c.40-60,0
15798424,833,Western,Male,59,2023-07-08,326988,450000,0,2023-08-08,30722.52,1,41932,267002,44,13,e.800+,c.40-60,1
15689341,655,South,Male,50,2022-10-08,224123,460000,1,2023-05-08,179267.94,1,8191,213328,317,105,b.580-660,c.40-60,1
15702145,705,North,Male,33,2023-01-08,264486,430000,0,2023-05-08,64872.55,0,139844,132968,225,105,c.660-720,b.30-40,0
15628767,608,North,Female,63,2023-05-08,115663,430000,1,2023-07-08,175696.16,1,462677,287153,105,44,b.580-660,d.60+,0
15647890,691,South,Male,37,2022-11-08,308724,450000,1,2023-06-08,146411.6,0,45563,206274,286,74,c.660-720,b.30-40,1
15749114,634,North,Male,35,2023-05-08,397062,450000,0,2023-06-08,19515.48,0,74345,169935,105,74,b.580-660,b.30-40,1
15648858,666,South,Female,27,2023-07-08,93437,480000,0,2023-08-08,64511.44,0,325748,187848,44,13,c.660-720,a.18-30,0
15595071,696,South,Male,22,2022-11-08,255895,480000,1,2023-07-08,198032.93,0,397087,136517,286,44,c.660-720,a.18-30,0
15719950,682,South,Male,61,2022-10-08,163871,460000,1,2023-06-08,172141.33,0,262738,73299,317,74,c.660-720,d.60+,0
15624729,594,South,Male,27,2023-08-08,228875,410000,1,2023-05-08,151912.49,0,417949,282011,13,105,b.580-660,a.18-30,0
15700083,609,North,Male,39,2023-06-08,262933,410000,0,2023-08-08,9234.06,0,352529,54864,74,13,b.580-660,b.30-40,0
15611635,678,North,Male,39,2023-02-08,348669,490000,1,2023-08-08,185366.56,0,110418,256169,194,13,c.660-720,b.30-40,1
15568088,481,Western,Male,44,2023-05-08,188650,470000,0,2023-08-08,96123.72,0,27323,67053,105,13,a.<580,c.40-60,1
15789560,668,South,Male,42,2022-12-08,240323,440000,0,2023-07-08,32900.41,1,30725,101502,256,44,c.660-720,c.40-60,1
15708139,575,South,Female,40,2023-07-08,75493,410000,1,2023-05-08,181294.39,0,72360,88302,44,105,a.<580,b.30-40,0
15699195,709,South,Female,24,2023-05-08,197902,470000,1,2023-05-08,168515.61,0,167607,59282,105,105,c.660-720,a.18-30,0
15722965,757,South,Male,57,2023-05-08,278674,490000,0,2023-07-08,53179.21,1,76967,297378,105,44,d.720-800,c.40-60,1
15767818,640,South,Male,55,2022-10-08,273273,440000,0,2023-07-08,978.66,0,240532,291865,317,44,b.580-660,c.40-60,1
15753229,802,South,Male,29,2022-11-08,332845,480000,1,2023-08-08,134459.12,0,158428,46633,286,13,e.800+,a.18-30,0
15801169,764,Western,Female,39,2022-11-08,135368,410000,0,2023-05-08,50072.94,1,200777,167387,286,105,d.720-800,b.30-40,0
15693877,811,South,Female,47,2023-05-08,235948,450000,1,2023-08-08,171995.34,0,267351,136560,105,13,e.800+,c.40-60,0
15572374,733,North,Male,36,2023-07-08,357038,460000,1,2023-06-08,108377.82,0,373327,235431,44,74,d.720-800,b.30-40,0
15583026,535,South,Male,38,2023-08-08,397726,460000,0,2023-08-08,80425.65,0,8738,167223,13,13,a.<580,b.30-40,1
15600392,735,South,Female,53,2022-12-08,14278,480000,1,2023-08-08,170454.93,1,118132,182891,256,13,d.720-800,c.40-60,0
15793424,663,North,Female,28,2022-12-08,77044,430000,1,2023-05-08,136054.45,0,261887,219401,256,105,c.660-720,a.18-30,0
15590078,622,North,Male,27,2022-11-08,316636,430000,1,2023-07-08,152733.89,0,116824,34788,286,44,b.580-660,a.18-30,0
15743828,691,South,Male,41,2023-06-08,193660,420000,0,2023-08-08,56850.92,1,397642,33802,74,13,c.660-720,c.40-60,0
15603550,588,Western,Female,37,2023-01-08,123882,410000,1,2023-08-08,139607.61,0,278664,179419,225,13,b.580-660,b.30-40,0
15813503,606,North,Male,37,2022-12-08,383685,490000,0,2023-06-08,89099.18,0,87049,47312,256,74,b.580-660,b.30-40,0
15766205,550,Western,Male,38,2023-06-08,16180,500000,0,2023-05-08,90878.13,0,151691,96953,74,105,a.<580,b.30-40,0
15652266,703,Western,Male,42,2022-11-08,88450,420000,1,2023-07-08,137316.32,0,371509,201153,286,44,c.660-720,c.40-60,0
15809838,697,North,Male,30,2023-07-08,232305,440000,0,2023-07-08,735.79,0,411396,45065,44,44,c.660-720,a.18-30,0
15626008,622,Western,Female,52,2022-11-08,299604,490000,1,2023-08-08,162756.29,1,267368,69357,286,13,b.580-660,c.40-60,0
15601688,546,South,Male,28,2022-12-08,298492,480000,1,2023-08-08,159254.29,0,494571,17414,256,13,a.<580,a.18-30,0
15657868,850,Western,Male,40,2023-02-08,188032,410000,0,2023-06-08,36690.49,0,236503,188293,194,74,e.800+,b.30-40,0
15655335,590,South,Male,36,2023-07-08,327596,440000,0,2023-07-08,48876.84,0,61884,236154,44,44,b.580-660,b.30-40,1
15639662,710,South,Male,38,2023-06-08,19069,410000,0,2023-07-08,96.27,0,46789,146317,74,44,c.660-720,b.30-40,0
15608588,563,Western,Male,41,2023-06-08,17501,420000,0,2023-08-08,19412.8,1,133111,32891,74,13,a.<580,c.40-60,0
15784092,732,South,Male,36,2023-01-08,357386,470000,1,2023-07-08,133172.48,0,66740,58964,225,44,d.720-800,b.30-40,0
15623430,672,South,Male,34,2022-11-08,148516,400000,1,2023-08-08,161800.77,0,4706,193351,286,13,c.660-720,b.30-40,1
15630698,745,South,Female,55,2022-11-08,148120,420000,0,2023-06-08,51548.14,1,345917,12775,286,74,d.720-800,c.40-60,0
15769356,520,Western,Female,23,2023-05-08,365266,480000,0,2023-05-08,37577.66,0,482751,126340,105,105,a.<580,a.18-30,0
15685872,727,South,Male,29,2023-07-08,227950,470000,1,2023-08-08,173486.39,0,61764,126752,44,13,d.720-800,a.18-30,1
15811389,724,Western,Female,35,2023-08-08,280720,470000,1,2023-05-08,167313.07,0,289765,209683,13,105,d.720-800,b.30-40,0
15734892,579,North,Male,37,2023-04-08,144491,450000,0,2023-06-08,32246.63,0,127089,39421,135,74,a.<580,b.30-40,0
15775809,677,Western,Male,26,2023-02-08,303377,410000,1,2023-07-08,151146.67,0,48677,267190,194,44,c.660-720,a.18-30,1
15729362,745,South,Male,36,2022-12-08,391429,440000,1,2023-06-08,130789.6,0,469134,190492,256,74,d.720-800,b.30-40,0
15591433,674,Western,Male,43,2022-12-08,58115,490000,0,2023-07-08,8757.39,0,416229,169715,256,44,c.660-720,c.40-60,0
15638047,613,Western,Female,45,2022-11-08,69849,450000,0,2023-08-08,34749.65,0,251835,68730,286,13,b.580-660,c.40-60,0
15648075,686,Western,Female,47,2023-03-08,95990,430000,1,2023-08-08,173179.79,1,180198,183638,166,13,c.660-720,c.40-60,0
15711287,661,North,Female,35,2023-03-08,123335,470000,1,2023-08-08,142626.49,0,452126,167002,166,13,c.660-720,b.30-40,0
15599081,507,Western,Female,46,2022-12-08,46480,470000,0,2023-07-08,70323.68,0,332386,61139,256,44,a.<580,c.40-60,0
15637993,711,South,Male,36,2022-11-08,343389,480000,0,2023-08-08,46884.1,0,7422,7640,286,13,c.660-720,b.30-40,1
15676576,646,South,Male,43,2022-12-08,196184,460000,0,2023-06-08,61937.6,0,81518,298476,256,74,b.580-660,c.40-60,1
15770631,730,North,Male,25,2023-03-08,207633,450000,0,2023-07-08,56307.51,0,343957,28858,166,44,d.720-800,a.18-30,0
15776518,579,South,Female,38,2023-04-08,318763,440000,1,2023-08-08,193130.55,0,275126,271219,135,13,a.<580,b.30-40,0
15633818,786,South,Male,32,2022-11-08,12352,500000,1,2023-05-08,133112.41,0,95793,153122,286,105,d.720-800,b.30-40,0
15667215,678,South,Male,31,2023-06-08,26479,460000,0,2023-08-08,58803.28,0,303675,283209,74,13,c.660-720,b.30-40,0
15622518,768,South,Female,26,2023-03-08,36684,430000,0,2023-08-08,70454.79,1,131408,173937,166,13,d.720-800,a.18-30,0
15608344,749,Western,Female,29,2023-01-08,182185,480000,1,2023-07-08,102975.72,1,383560,196928,225,44,d.720-800,a.18-30,0
15577700,749,South,Male,37,2022-10-08,23411,490000,1,2023-08-08,134526.87,0,469063,53743,317,13,d.720-800,b.30-40,0
15656096,679,North,Female,26,2023-05-08,84815,470000,1,2023-08-08,184800.27,0,456515,190968,105,13,c.660-720,a.18-30,0
15570855,670,South,Male,38,2023-01-08,196021,460000,0,2023-08-08,77864.41,0,370558,276166,225,13,c.660-720,b.30-40,0
15572182,505,Western,Female,33,2023-05-08,129057,430000,0,2023-06-08,45445.78,1,153162,201038,105,74,a.<580,b.30-40,0
15769191,509,South,Male,55,2022-12-08,207001,470000,1,2023-07-08,170360.11,0,2054,174608,256,44,a.<580,c.40-60,1
15619340,597,North,Male,38,2023-07-08,216604,390000,0,2023-07-08,41303.29,0,345115,189340,44,44,b.580-660,b.30-40,0
15592451,565,South,Male,32,2022-11-08,66207,420000,0,2023-05-08,5388.3,0,385000,53172,286,105,a.<580,b.30-40,0
15618225,741,Western,Male,36,2022-12-08,319642,500000,1,2023-07-08,168816.22,0,139623,177077,256,44,d.720-800,b.30-40,1
15758050,622,North,Male,37,2023-04-08,227256,400000,0,2023-07-08,4459.5,0,105779,44365,135,44,b.580-660,b.30-40,0
15728823,836,North,Female,37,2022-10-08,192736,430000,1,2023-06-08,111324.41,0,187260,220554,317,74,e.800+,b.30-40,0
15794895,581,North,Male,34,2023-07-08,309669,440000,0,2023-06-08,81175.25,0,495432,131667,44,74,b.580-660,b.30-40,0
15641250,794,North,Male,38,2022-11-08,158861,430000,0,2023-07-08,23596.24,0,98052,170982,286,44,d.720-800,b.30-40,1
15752588,664,South,Male,36,2023-07-08,18548,460000,0,2023-07-08,95372.64,0,163532,226661,44,44,c.660-720,b.30-40,0
15640846,546,Western,Male,58,2023-05-08,329711,440000,1,2023-07-08,128881.87,1,80329,253095,105,44,a.<580,c.40-60,1
15694296,631,South,Male,35,2022-11-08,254646,430000,0,2023-06-08,24472.23,0,440577,162561,286,74,b.580-660,b.30-40,0
15767757,562,North,Female,29,2022-11-08,100381,470000,0,2023-06-08,6795.61,0,241946,23121,286,74,a.<580,a.18-30,0
15759874,532,South,Male,44,2023-05-08,186097,470000,0,2023-06-08,74838.64,1,220345,122281,105,74,a.<580,c.40-60,0
15667321,644,North,Male,49,2022-10-08,298321,420000,1,2023-07-08,145089.64,0,404145,51353,317,44,b.580-660,c.40-60,0
15639669,746,South,Male,36,2022-11-08,285743,490000,1,2023-06-08,155700.15,0,273963,34361,286,74,d.720-800,b.30-40,0
15629793,652,North,Male,28,2022-12-08,212632,410000,1,2023-08-08,198251.52,0,356876,261176,256,13,b.580-660,a.18-30,0
15809800,726,South,Female,38,2023-04-08,46341,460000,0,2023-06-08,6787.48,0,227750,63680,135,74,d.720-800,b.30-40,0
15766663,639,South,Male,22,2023-04-08,161775,470000,0,2023-08-08,28188.96,0,437925,64401,135,13,b.580-660,a.18-30,0
15623369,708,South,Male,52,2022-10-08,109382,380000,0,2023-05-08,123.07,1,44133,294729,317,105,c.660-720,c.40-60,1
15725221,738,Western,Male,62,2022-10-08,191025,500000,0,2023-05-08,42766.03,0,186032,173694,317,105,d.720-800,d.60+,0
15606267,622,South,Female,38,2023-04-08,120745,410000,1,2023-07-08,110457.99,0,251972,158495,135,44,b.580-660,b.30-40,0
15592761,710,South,Male,40,2023-03-08,143203,430000,1,2023-06-08,162878.96,0,180753,27043,166,74,c.660-720,b.30-40,0
15762708,619,North,Female,38,2022-10-08,257962,450000,0,2023-05-08,8646.58,0,361644,211560,317,105,b.580-660,b.30-40,0
15663249,575,North,Female,37,2022-11-08,77539,500000,1,2023-05-08,111175.09,0,373536,50878,286,105,a.<580,b.30-40,0
15719265,589,South,Male,46,2022-11-08,8965,450000,1,2023-06-08,170676.67,0,360678,51726,286,74,b.580-660,c.40-60,0
15752578,626,South,Female,37,2023-06-08,202530,390000,1,2023-07-08,148689.65,0,192074,155178,74,44,b.580-660,b.30-40,0
15762351,689,North,Female,63,2023-07-08,176790,500000,1,2023-05-08,186526.12,0,257713,259306,44,105,c.660-720,d.60+,0
15579969,683,South,Female,32,2022-11-08,18854,380000,0,2023-08-08,24991.92,0,481575,141508,286,13,c.660-720,b.30-40,0
15694581,807,North,Male,42,2023-03-08,33888,390000,0,2023-06-08,74900.9,0,146584,206604,166,74,e.800+,c.40-60,0
15636016,588,South,Male,34,2023-05-08,292027,460000,1,2023-06-08,131729.52,0,149191,230729,105,74,b.580-660,b.30-40,1
15793346,602,South,Female,72,2023-05-08,202678,440000,1,2023-05-08,171260.66,0,464068,56082,105,105,b.580-660,d.60+,0
15736146,608,Western,Male,28,2023-04-08,301512,410000,0,2023-07-08,49133.45,0,344686,27647,135,44,b.580-660,a.18-30,0
15738063,631,South,Male,29,2023-06-08,73502,420000,0,2023-07-08,18581.84,0,26101,221358,74,44,b.580-660,a.18-30,1
15654611,736,Western,Female,25,2022-11-08,379879,410000,1,2023-08-08,136497.28,0,377436,31052,286,13,d.720-800,a.18-30,0
15811127,521,South,Male,35,2023-02-08,154877,460000,0,2023-05-08,10488.44,0,457323,156453,194,105,a.<580,b.30-40,0
15610643,435,Western,Male,44,2023-05-08,221615,420000,1,2023-07-08,167461.5,0,266275,46573,105,44,a.<580,c.40-60,0
15651450,666,Western,Male,31,2023-05-08,325410,470000,1,2023-05-08,112157.31,0,246019,256709,105,105,c.660-720,b.30-40,1
15632010,647,North,Male,33,2023-01-08,399294,410000,0,2023-06-08,77216.48,0,91726,154621,225,74,b.580-660,b.30-40,1
15605827,645,South,Male,39,2022-12-08,122978,450000,0,2023-07-08,96864.36,0,13082,209772,256,44,b.580-660,b.30-40,1
15703588,665,Western,Male,25,2023-03-08,280011,380000,0,2023-08-08,35321.65,0,71013,77638,166,13,c.660-720,a.18-30,1
15739271,582,Western,Male,33,2023-06-08,56986,420000,0,2023-08-08,22113.93,0,197317,234531,74,13,b.580-660,b.30-40,0
15773809,620,South,Male,42,2023-04-08,224974,420000,0,2023-07-08,6232.31,0,112705,132192,135,44,b.580-660,c.40-60,1
15631871,616,Western,Female,57,2023-01-08,154162,480000,1,2023-07-08,104379.36,0,332988,69205,225,44,b.580-660,c.40-60,0
15657771,537,South,Male,37,2023-02-08,330021,380000,0,2023-06-08,17802.42,0,266928,82756,194,74,a.<580,b.30-40,0
15655794,620,South,Male,36,2022-12-08,94413,400000,1,2023-08-08,145937.99,0,459863,118242,256,13,b.580-660,b.30-40,0
15627195,568,Western,Male,26,2023-07-08,154356,400000,0,2023-06-08,22095.73,0,368123,286230,44,74,a.<580,a.18-30,0
15707132,465,South,Male,33,2023-03-08,21677,460000,0,2023-05-08,78698.09,0,305375,264681,166,105,a.<580,b.30-40,0
15697249,546,Western,Female,25,2023-05-08,264374,370000,1,2023-05-08,131647.31,0,121756,38181,105,105,a.<580,a.18-30,0
15758477,547,South,Female,32,2023-06-08,113876,420000,1,2023-05-08,132002.83,0,229631,15191,74,105,a.<580,b.30-40,0
15762993,796,North,Male,32,2023-03-08,96611,400000,1,2023-05-08,117832.88,0,340603,241618,166,105,d.720-800,b.30-40,0
15680278,661,North,Female,42,2022-11-08,58906,420000,0,2023-07-08,27608.12,1,94450,140016,286,44,c.660-720,c.40-60,0
15784000,715,Western,Female,34,2022-11-08,100185,400000,1,2023-07-08,177852.57,1,437052,115764,286,44,c.660-720,b.30-40,0
15626322,699,North,Female,29,2022-11-08,160374,470000,1,2023-07-08,164756.81,0,349111,290100,286,44,c.660-720,a.18-30,0
15793949,726,South,Male,48,2023-04-08,221586,380000,1,2023-07-08,114020.06,1,156261,299173,135,44,d.720-800,c.40-60,1
15804104,494,South,Male,28,2022-11-08,196854,430000,0,2023-07-08,79479.74,0,378643,126294,286,44,a.<580,a.18-30,0
15640789,711,South,Male,38,2023-04-08,35773,460000,1,2023-08-08,141827.83,0,184087,162597,135,13,c.660-720,b.30-40,0
15574296,757,South,Male,23,2023-06-08,201522,420000,0,2023-06-08,93991.65,0,207644,209711,74,74,d.720-800,a.18-30,0
15703059,549,Western,Female,49,2023-02-08,193053,440000,0,2023-05-08,93551.36,0,146048,42722,194,105,a.<580,c.40-60,0
15754112,653,North,Male,55,2023-01-08,141621,360000,0,2023-08-08,41967.03,0,125083,112029,225,13,b.580-660,c.40-60,0
15658589,850,North,Male,38,2023-06-08,357398,370000,1,2023-06-08,171960.76,0,459334,86684,74,74,e.800+,b.30-40,0
15633648,696,North,Female,51,2023-03-08,317596,440000,0,2023-08-08,55022.43,0,296035,203358,166,13,c.660-720,c.40-60,0
15581115,603,South,Female,39,2022-11-08,26558,370000,0,2023-07-08,48224.72,0,66521,120432,286,44,b.580-660,b.30-40,0
15613844,557,South,Female,28,2023-01-08,14690,490000,1,2023-06-08,184317.74,0,218942,190270,225,74,a.<580,a.18-30,0
15685500,772,Western,Male,26,2023-01-08,170026,370000,0,2023-08-08,79414.0,0,100525,115232,225,13,d.720-800,a.18-30,1
15660688,701,North,Male,35,2022-11-08,350641,440000,1,2023-06-08,170996.86,0,161099,181263,286,74,c.660-720,b.30-40,1
15689168,531,North,Male,37,2023-07-08,249037,480000,0,2023-08-08,84402.46,0,340078,37720,44,13,a.<580,b.30-40,0
15716781,815,South,Male,24,2023-01-08,321790,430000,1,2023-06-08,178028.96,0,79065,38393,225,74,e.800+,a.18-30,0
15583462,695,South,Male,28,2023-03-08,315997,400000,0,2023-08-08,88689.4,0,490265,74145,166,13,c.660-720,a.18-30,0
