CustomerId,CreditScore,Region,Gender,Age,ACCT_OPN_DATE,M_Minus_one_Bal,Total_FD_Amt,HasCrCard,Last_Login_Date,EstimatedSalary,Acct_Cls_Flag,Current_balance,M_Minus_two_Bal
15770405,613,South,Female,27,08-03-2023,373239,460000,1,08-08-2023,199104.52,0,336319,166767
15770554,769,South,Male,31,08-04-2023,351251,470000,0,08-06-2023,7118.02,0,49102,194761
15684440,548,Western,Male,32,08-06-2023,208790,450000,0,08-06-2023,55867.38,0,418815,60035
15803136,416,Western,Female,41,08-10-2022,238576,480000,0,08-06-2023,98301.61,0,154382,80935
15658306,693,South,Male,68,08-04-2023,390780,440000,0,08-07-2023,61569.07,0,199240,183126
15714241,749,North,Male,42,08-11-2022,90564,500000,1,08-07-2023,101108.85,1,27396,212732
15638329,522,Western,Male,25,08-07-2023,300078,470000,1,08-06-2023,168683.57,0,370166,164987
15750811,766,Western,Male,44,08-05-2023,96546,450000,1,08-08-2023,197643.24,0,429938,185299
15679760,721,South,Male,46,08-07-2023,397216,450000,1,08-05-2023,102950.79,0,297767,189226
15738588,660,Western,Female,37,08-06-2023,2919,500000,0,08-07-2023,71433.88,0,161648,109343
15714658,696,South,Male,33,08-04-2023,340520,440000,0,08-08-2023,73371.65,0,168976,171886
15709324,417,South,Male,34,08-01-2023,336458,440000,0,08-06-2023,55003.79,0,229267,46678
15747542,605,South,Male,52,08-01-2023,27264,420000,1,08-06-2023,173952.5,0,149614,101608
15772503,737,South,Female,33,08-04-2023,111024,420000,1,08-07-2023,115115.32,0,222115,208271
15632069,776,South,Male,39,08-12-2022,151874,430000,1,08-08-2023,144496.07,0,74254,3424
15586757,801,South,Female,32,08-04-2023,110066,480000,0,08-07-2023,37898.5,0,403428,262050
15679299,726,North,Female,27,08-01-2023,75212,470000,0,08-07-2023,78970.58,0,453380,204941
15794257,651,South,Male,34,08-04-2023,83519,480000,1,08-07-2023,123954.15,0,95725,28393
15651664,615,South,Female,61,08-07-2023,49958,470000,0,08-05-2023,62845.64,1,357631,279739
15767358,711,Western,Female,45,08-07-2023,138148,470000,0,08-05-2023,50610.62,0,115728,70516
15798424,833,Western,Male,59,08-07-2023,326988,450000,0,08-08-2023,30722.52,1,41932,267002
15689341,655,South,Male,50,08-10-2022,224123,460000,1,08-05-2023,179267.94,1,8191,213328
15702145,705,North,Male,33,08-01-2023,264486,430000,0,08-05-2023,64872.55,0,139844,132968
15628767,608,North,Female,63,08-05-2023,115663,430000,1,08-07-2023,175696.16,1,462677,287153
15647890,691,South,Male,37,08-11-2022,308724,450000,1,08-06-2023,146411.6,0,45563,206274
15749114,634,North,Male,35,08-05-2023,397062,450000,0,08-06-2023,19515.48,0,74345,169935
15648858,666,South,Female,27,08-07-2023,93437,480000,0,08-08-2023,64511.44,0,325748,187848
15595071,696,South,Male,22,08-11-2022,255895,480000,1,08-07-2023,198032.93,0,397087,136517
15719950,682,South,Male,61,08-10-2022,163871,460000,1,08-06-2023,172141.33,0,262738,73299
15624729,594,South,Male,27,08-08-2023,228875,410000,1,08-05-2023,151912.49,0,417949,282011
15700083,609,North,Male,39,08-06-2023,262933,410000,0,08-08-2023,9234.06,0,352529,54864
15611635,678,North,Male,39,08-02-2023,348669,490000,1,08-08-2023,185366.56,0,110418,256169
15568088,481,Western,Male,44,08-05-2023,188650,470000,0,08-08-2023,96123.72,0,27323,67053
15789560,668,South,Male,42,08-12-2022,240323,440000,0,08-07-2023,32900.41,1,30725,101502
15708139,575,South,Female,40,08-07-2023,75493,410000,1,08-05-2023,181294.39,0,72360,88302
15699195,709,South,Female,24,08-05-2023,197902,470000,1,08-05-2023,168515.61,0,167607,59282
15722965,757,South,Male,57,08-05-2023,278674,490000,0,08-07-2023,53179.21,1,76967,297378
15767818,640,South,Male,55,08-10-2022,273273,440000,0,08-07-2023,978.66,0,240532,291865
15753229,802,South,Male,29,08-11-2022,332845,480000,1,08-08-2023,134459.12,0,158428,46633
15801169,764,Western,Female,39,08-11-2022,135368,410000,0,08-05-2023,50072.94,1,200777,167387
15693877,811,South,Female,47,08-05-2023,235948,450000,1,08-08-2023,171995.34,0,267351,136560
15572374,733,North,Male,36,08-07-2023,357038,460000,1,08-06-2023,108377.82,0,373327,235431
15583026,535,South,Male,38,08-08-2023,397726,460000,0,08-08-2023,80425.65,0,8738,167223
15600392,735,South,Female,53,08-12-2022,14278,480000,1,08-08-2023,170454.93,1,118132,182891
15793424,663,North,Female,28,08-12-2022,77044,430000,1,08-05-2023,136054.45,0,261887,219401
15590078,622,North,Male,27,08-11-2022,316636,430000,1,08-07-2023,152733.89,0,116824,34788
15743828,691,South,Male,41,08-06-2023,193660,420000,0,08-08-2023,56850.92,1,397642,33802
15603550,588,Western,Female,37,08-01-2023,123882,410000,1,08-08-2023,139607.61,0,278664,179419
15813503,606,North,Male,37,08-12-2022,383685,490000,0,08-06-2023,89099.18,0,87049,47312
15766205,550,Western,Male,38,08-06-2023,16180,500000,0,08-05-2023,90878.13,0,151691,96953
15652266,703,Western,Male,42,08-11-2022,88450,420000,1,08-07-2023,137316.32,0,371509,201153
15809838,697,North,Male,30,08-07-2023,232305,440000,0,08-07-2023,735.79,0,411396,45065
15626008,622,Western,Female,52,08-11-2022,299604,490000,1,08-08-2023,162756.29,1,267368,69357
15601688,546,South,Male,28,08-12-2022,298492,480000,1,08-08-2023,159254.29,0,494571,17414
15657868,850,Western,Male,40,08-02-2023,188032,410000,0,08-06-2023,36690.49,0,236503,188293
15655335,590,South,Male,36,08-07-2023,327596,440000,0,08-07-2023,48876.84,0,61884,236154
15639662,710,South,Male,38,08-06-2023,19069,410000,0,08-07-2023,96.27,0,46789,146317
15608588,563,Western,Male,41,08-06-2023,17501,420000,0,08-08-2023,19412.8,1,133111,32891
15784092,732,South,Male,36,08-01-2023,357386,470000,1,08-07-2023,133172.48,0,66740,58964
15623430,672,South,Male,34,08-11-2022,148516,400000,1,08-08-2023,161800.77,0,4706,193351
15630698,745,South,Female,55,08-11-2022,148120,420000,0,08-06-2023,51548.14,1,345917,12775
15769356,520,Western,Female,23,08-05-2023,365266,480000,0,08-05-2023,37577.66,0,482751,126340
15685872,727,South,Male,29,08-07-2023,227950,470000,1,08-08-2023,173486.39,0,61764,126752
15811389,724,Western,Female,35,08-08-2023,280720,470000,1,08-05-2023,167313.07,0,289765,209683
15734892,579,North,Male,37,08-04-2023,144491,450000,0,08-06-2023,32246.63,0,127089,39421
15775809,677,Western,Male,26,08-02-2023,303377,410000,1,08-07-2023,151146.67,0,48677,267190
15729362,745,South,Male,36,08-12-2022,391429,440000,1,08-06-2023,130789.6,0,469134,190492
15591433,674,Western,Male,43,08-12-2022,58115,490000,0,08-07-2023,8757.39,0,416229,169715
15638047,613,Western,Female,45,08-11-2022,69849,450000,0,08-08-2023,34749.65,0,251835,68730
15648075,686,Western,Female,47,08-03-2023,95990,430000,1,08-08-2023,173179.79,1,180198,183638
15711287,661,North,Female,35,08-03-2023,123335,470000,1,08-08-2023,142626.49,0,452126,167002
15599081,507,Western,Female,46,08-12-2022,46480,470000,0,08-07-2023,70323.68,0,332386,61139
15637993,711,South,Male,36,08-11-2022,343389,480000,0,08-08-2023,46884.1,0,7422,7640
15676576,646,South,Male,43,08-12-2022,196184,460000,0,08-06-2023,61937.6,0,81518,298476
15770631,730,North,Male,25,08-03-2023,207633,450000,0,08-07-2023,56307.51,0,343957,28858
15776518,579,South,Female,38,08-04-2023,318763,440000,1,08-08-2023,193130.55,0,275126,271219
15633818,786,South,Male,32,08-11-2022,12352,500000,1,08-05-2023,133112.41,0,95793,153122
15667215,678,South,Male,31,08-06-2023,26479,460000,0,08-08-2023,58803.28,0,303675,283209
15622518,768,South,Female,26,08-03-2023,36684,430000,0,08-08-2023,70454.79,1,131408,173937
15608344,749,Western,Female,29,08-01-2023,182185,480000,1,08-07-2023,102975.72,1,383560,196928
15577700,749,South,Male,37,08-10-2022,23411,490000,1,08-08-2023,134526.87,0,469063,53743
15656096,679,North,Female,26,08-05-2023,84815,470000,1,08-08-2023,184800.27,0,456515,190968
15570855,670,South,Male,38,08-01-2023,196021,460000,0,08-08-2023,77864.41,0,370558,276166
15572182,505,Western,Female,33,08-05-2023,129057,430000,0,08-06-2023,45445.78,1,153162,201038
15769191,509,South,Male,55,08-12-2022,207001,470000,1,08-07-2023,170360.11,0,2054,174608
15619340,597,North,Male,38,08-07-2023,216604,390000,0,08-07-2023,41303.29,0,345115,189340
15592451,565,South,Male,32,08-11-2022,66207,420000,0,08-05-2023,5388.3,0,385000,53172
15618225,741,Western,Male,36,08-12-2022,319642,500000,1,08-07-2023,168816.22,0,139623,177077
15758050,622,North,Male,37,08-04-2023,227256,400000,0,08-07-2023,4459.5,0,105779,44365
15728823,836,North,Female,37,08-10-2022,192736,430000,1,08-06-2023,111324.41,0,187260,220554
15794895,581,North,Male,34,08-07-2023,309669,440000,0,08-06-2023,81175.25,0,495432,131667
15641250,794,North,Male,38,08-11-2022,158861,430000,0,08-07-2023,23596.24,0,98052,170982
15752588,664,South,Male,36,08-07-2023,18548,460000,0,08-07-2023,95372.64,0,163532,226661
15640846,546,Western,Male,58,08-05-2023,329711,440000,1,08-07-2023,128881.87,1,80329,253095
15694296,631,South,Male,35,08-11-2022,254646,430000,0,08-06-2023,24472.23,0,440577,162561
15767757,562,North,Female,29,08-11-2022,100381,470000,0,08-06-2023,6795.61,0,241946,23121
15759874,532,South,Male,44,08-05-2023,186097,470000,0,08-06-2023,74838.64,1,220345,122281
15667321,644,North,Male,49,08-10-2022,298321,420000,1,08-07-2023,145089.64,0,404145,51353
15639669,746,South,Male,36,08-11-2022,285743,490000,1,08-06-2023,155700.15,0,273963,34361
15629793,652,North,Male,28,08-12-2022,212632,410000,1,08-08-2023,198251.52,0,356876,261176
15809800,726,South,Female,38,08-04-2023,46341,460000,0,08-06-2023,6787.48,0,227750,63680
15766663,639,South,Male,22,08-04-2023,161775,470000,0,08-08-2023,28188.96,0,437925,64401
15623369,708,South,Male,52,08-10-2022,109382,380000,0,08-05-2023,123.07,1,44133,294729
15725221,738,Western,Male,62,08-10-2022,191025,500000,0,08-05-2023,42766.03,0,186032,173694
15606267,622,South,Female,38,08-04-2023,120745,410000,1,08-07-2023,110457.99,0,251972,158495
15592761,710,South,Male,40,08-03-2023,143203,430000,1,08-06-2023,162878.96,0,180753,27043
15762708,619,North,Female,38,08-10-2022,257962,450000,0,08-05-2023,8646.58,0,361644,211560
15663249,575,North,Female,37,08-11-2022,77539,500000,1,08-05-2023,111175.09,0,373536,50878
15719265,589,South,Male,46,08-11-2022,8965,450000,1,08-06-2023,170676.67,0,360678,51726
15752578,626,South,Female,37,08-06-2023,202530,390000,1,08-07-2023,148689.65,0,192074,155178
15762351,689,North,Female,63,08-07-2023,176790,500000,1,08-05-2023,186526.12,0,257713,259306
15579969,683,South,Female,32,08-11-2022,18854,380000,0,08-08-2023,24991.92,0,481575,141508
15694581,807,North,Male,42,08-03-2023,33888,390000,0,08-06-2023,74900.9,0,146584,206604
15636016,588,South,Male,34,08-05-2023,292027,460000,1,08-06-2023,131729.52,0,149191,230729
15793346,602,South,Female,72,08-05-2023,202678,440000,1,08-05-2023,171260.66,0,464068,56082
15736146,608,Western,Male,28,08-04-2023,301512,410000,0,08-07-2023,49133.45,0,344686,27647
15738063,631,South,Male,29,08-06-2023,73502,420000,0,08-07-2023,18581.84,0,26101,221358
15654611,736,Western,Female,25,08-11-2022,379879,410000,1,08-08-2023,136497.28,0,377436,31052
15811127,521,South,Male,35,08-02-2023,154877,460000,0,08-05-2023,10488.44,0,457323,156453
15610643,435,Western,Male,44,08-05-2023,221615,420000,1,08-07-2023,167461.5,0,266275,46573
15651450,666,Western,Male,31,08-05-2023,325410,470000,1,08-05-2023,112157.31,0,246019,256709
15632010,647,North,Male,33,08-01-2023,399294,410000,0,08-06-2023,77216.48,0,91726,154621
15605827,645,South,Male,39,08-12-2022,122978,450000,0,08-07-2023,96864.36,0,13082,209772
15703588,665,Western,Male,25,08-03-2023,280011,380000,0,08-08-2023,35321.65,0,71013,77638
15739271,582,Western,Male,33,08-06-2023,56986,420000,0,08-08-2023,22113.93,0,197317,234531
15773809,620,South,Male,42,08-04-2023,224974,420000,0,08-07-2023,6232.31,0,112705,132192
15631871,616,Western,Female,57,08-01-2023,154162,480000,1,08-07-2023,104379.36,0,332988,69205
15657771,537,South,Male,37,08-02-2023,330021,380000,0,08-06-2023,17802.42,0,266928,82756
15655794,620,South,Male,36,08-12-2022,94413,400000,1,08-08-2023,145937.99,0,459863,118242
15627195,568,Western,Male,26,08-07-2023,154356,400000,0,08-06-2023,22095.73,0,368123,286230
15707132,465,South,Male,33,08-03-2023,21677,460000,0,08-05-2023,78698.09,0,305375,264681
15697249,546,Western,Female,25,08-05-2023,264374,370000,1,08-05-2023,131647.31,0,121756,38181
15758477,547,South,Female,32,08-06-2023,113876,420000,1,08-05-2023,132002.83,0,229631,15191
15762993,796,North,Male,32,08-03-2023,96611,400000,1,08-05-2023,117832.88,0,340603,241618
15680278,661,North,Female,42,08-11-2022,58906,420000,0,08-07-2023,27608.12,1,94450,140016
15784000,715,Western,Female,34,08-11-2022,100185,400000,1,08-07-2023,177852.57,1,437052,115764
15626322,699,North,Female,29,08-11-2022,160374,470000,1,08-07-2023,164756.81,0,349111,290100
15793949,726,South,Male,48,08-04-2023,221586,380000,1,08-07-2023,114020.06,1,156261,299173
15804104,494,South,Male,28,08-11-2022,196854,430000,0,08-07-2023,79479.74,0,378643,126294
15640789,711,South,Male,38,08-04-2023,35773,460000,1,08-08-2023,141827.83,0,184087,162597
15574296,757,South,Male,23,08-06-2023,201522,420000,0,08-06-2023,93991.65,0,207644,209711
15703059,549,Western,Female,49,08-02-2023,193053,440000,0,08-05-2023,93551.36,0,146048,42722
15754112,653,North,Male,55,08-01-2023,141621,360000,0,08-08-2023,41967.03,0,125083,112029
15658589,850,North,Male,38,08-06-2023,357398,370000,1,08-06-2023,171960.76,0,459334,86684
15633648,696,North,Female,51,08-03-2023,317596,440000,0,08-08-2023,55022.43,0,296035,203358
15581115,603,South,Female,39,08-11-2022,26558,370000,0,08-07-2023,48224.72,0,66521,120432
15613844,557,South,Female,28,08-01-2023,14690,490000,1,08-06-2023,184317.74,0,218942,190270
15685500,772,Western,Male,26,08-01-2023,170026,370000,0,08-08-2023,79414.0,0,100525,115232
15660688,701,North,Male,35,08-11-2022,350641,440000,1,08-06-2023,170996.86,0,161099,181263
15689168,531,North,Male,37,08-07-2023,249037,480000,0,08-08-2023,84402.46,0,340078,37720
15716781,815,South,Male,24,08-01-2023,321790,430000,1,08-06-2023,178028.96,0,79065,38393
15583462,695,South,Male,28,08-03-2023,315997,400000,0,08-08-2023,88689.4,0,490265,74145
15693683,814,Western,Male,29,08-12-2022,44458,490000,1,08-07-2023,197276.13,0,194759,156842
15743538,710,South,Female,31,08-07-2023,293680,470000,0,08-07-2023,20081.3,0,133869,70416
15798615,850,South,Female,47,08-11-2022,16296,460000,0,08-06-2023,44351.77,0,400688,176574
15679968,623,South,Male,40,08-03-2023,89414,470000,1,08-08-2023,192867.4,0,73100,261604
15631359,489,South,Female,38,08-03-2023,145759,390000,0,08-08-2023,85231.88,0,328411,59581
15756125,757,North,Male,44,08-03-2023,348106,450000,1,08-08-2023,158735.1,0,77745,206846
15701602,521,Western,Male,52,08-03-2023,203165,470000,0,08-07-2023,53793.1,1,157465,22738
15672330,678,South,Male,31,08-07-2023,283755,460000,1,08-07-2023,130446.65,0,211887,230795
15701522,711,South,Female,29,08-11-2022,148287,480000,0,08-07-2023,3234.8,0,131748,111058
15664895,602,South,Male,25,08-08-2023,188330,390000,1,08-05-2023,101274.17,0,11047,299845
15594039,599,North,Male,42,08-02-2023,249674,370000,1,08-07-2023,113868.4,0,372082,167808
15781987,641,South,Male,31,08-11-2022,154795,430000,0,08-06-2023,32231.6,0,338534,292739
15637169,838,North,Female,67,08-04-2023,19128,390000,0,08-08-2023,78310.04,0,180260,239538
15584462,739,South,Male,34,08-11-2022,44541,390000,0,08-05-2023,60584.33,0,136245,297924
15586996,697,South,Female,76,08-01-2023,295022,480000,1,08-07-2023,188772.45,0,402932,56240
15659064,790,North,Male,37,08-12-2022,346466,430000,1,08-06-2023,149418.41,0,409880,198639
15643916,619,North,Male,46,08-12-2022,53162,470000,1,08-06-2023,132498.39,1,292176,123643
15624180,584,Western,Male,37,08-10-2022,278646,410000,0,08-07-2023,70927.11,1,136924,225394
15797293,677,South,Female,25,08-05-2023,288542,360000,1,08-08-2023,179608.96,0,208314,100505
15657342,850,Western,Male,28,08-04-2023,269811,480000,0,08-07-2023,60708.72,1,130880,137256
15674000,645,South,Male,44,08-10-2022,203612,490000,1,08-06-2023,166707.22,0,20975,15220
15714355,775,Western,Male,32,08-12-2022,338187,450000,1,08-07-2023,125898.39,0,284113,284118
15801942,619,North,Female,41,08-12-2022,40447,410000,0,08-08-2023,79866.73,1,419441,256004
15603221,696,Western,Male,32,08-04-2023,114579,400000,0,08-07-2023,52314.71,0,186057,112359
15649101,601,South,Male,40,08-10-2022,88604,430000,1,08-07-2023,173245.68,0,189390,153984
15729246,847,North,Male,31,08-03-2023,94423,400000,0,08-06-2023,76326.67,0,453172,55548
15787174,512,South,Female,37,08-07-2023,271732,450000,1,08-05-2023,156105.03,0,311782,161507
15782454,552,South,Male,49,08-04-2023,299510,430000,1,08-07-2023,190296.76,1,140370,59435
15667602,704,North,Male,33,08-05-2023,100581,400000,0,08-07-2023,73018.74,0,442727,147677
15697391,604,North,Female,34,08-05-2023,65180,460000,0,08-06-2023,38587.7,0,101857,92585
15604891,624,North,Female,38,08-12-2022,210444,350000,0,08-06-2023,95403.41,0,98282,17519
15788483,719,North,Male,38,08-08-2023,257355,450000,1,08-06-2023,126876.47,0,270226,290646
15681342,639,South,Female,35,08-07-2023,365950,470000,1,08-05-2023,139094.12,0,50668,15243
15782456,656,South,Male,46,08-11-2022,79741,410000,1,08-06-2023,193099.43,0,169702,113654
15761706,705,North,Female,39,08-12-2022,158574,360000,0,08-07-2023,11682.36,0,43416,40075
15664504,418,South,Male,35,08-01-2023,282379,460000,0,08-08-2023,88878.15,0,260072,248221
15578878,569,North,Female,30,08-05-2023,359410,460000,0,08-08-2023,33230.37,0,444487,261035
15792328,475,South,Male,39,08-02-2023,166865,450000,0,08-07-2023,56999.9,1,326973,187405
15679663,488,South,Female,36,08-08-2023,369863,400000,1,08-07-2023,136675.22,0,368065,168724
15593283,705,Western,Female,48,08-07-2023,78785,410000,0,08-07-2023,99475.95,1,386592,214152
15804394,663,Western,Male,32,08-12-2022,138361,450000,0,08-08-2023,47161.25,1,318545,55420
15693382,828,South,Male,31,08-11-2022,59652,460000,1,08-07-2023,164257.37,0,55623,246918
15644686,729,North,Male,34,08-11-2022,83675,460000,0,08-08-2023,42855.97,0,79522,271211
15776827,770,Western,Male,37,08-03-2023,307770,390000,1,08-06-2023,180326.83,0,386850,98210
15684173,687,North,Male,44,08-01-2023,148183,350000,1,08-08-2023,155853.52,1,21431,198449
15647782,729,Western,Male,36,08-12-2022,233413,450000,1,08-07-2023,177130.33,0,377433,153929
15637646,756,South,Male,31,08-10-2022,224399,430000,0,08-08-2023,61666.87,0,383200,167905
15712303,692,South,Male,66,08-04-2023,175312,450000,1,08-08-2023,118188.15,0,115077,55081
15607713,850,North,Female,29,08-07-2023,154176,420000,1,08-08-2023,197996.65,0,162445,270908
15738835,850,Western,Male,38,08-01-2023,356479,420000,0,08-07-2023,43801.27,0,317533,178891
15798439,714,North,Male,25,08-06-2023,178916,480000,1,08-08-2023,132979.43,0,120813,109573
15656822,568,Western,Male,43,08-03-2023,31838,490000,1,08-08-2023,107155.4,1,257403,39009
15790689,647,North,Male,32,08-11-2022,79599,480000,1,08-05-2023,128590.73,0,254063,124554
15762134,506,Western,Male,59,08-12-2022,129912,480000,1,08-07-2023,170679.74,0,388303,88183
15642530,706,Western,Female,47,08-10-2022,130807,450000,1,08-07-2023,140938.95,1,480328,66063
15567147,802,North,Male,40,08-04-2023,245040,440000,0,08-08-2023,81908.09,0,335658,260695
15623314,506,Western,Female,59,08-05-2023,374237,470000,0,08-08-2023,78365.75,0,489947,134598
15786035,740,South,Male,39,08-11-2022,173212,430000,0,08-07-2023,19047.23,0,32618,70355
15731829,616,South,Male,34,08-10-2022,105700,420000,0,08-08-2023,25662.27,0,348388,37362
15763612,756,Western,Male,41,08-06-2023,6944,360000,0,08-06-2023,47093.11,0,436033,112674
15646810,603,Western,Male,44,08-02-2023,245632,440000,1,08-07-2023,108488.33,1,241191,142335
15719940,628,Western,Female,51,08-10-2022,111553,440000,0,08-05-2023,12628.61,1,138566,161136
15605327,607,South,Male,35,08-06-2023,244343,430000,1,08-07-2023,114190.3,0,194971,70454
15654274,540,South,Male,37,08-02-2023,109653,370000,1,08-08-2023,141998.89,0,150321,176876
15651264,850,Western,Male,51,08-04-2023,4890,350000,1,08-08-2023,118545.49,1,230615,31429
15598948,523,North,Male,24,08-03-2023,379572,490000,1,08-07-2023,155144.12,0,9961,172248
15674811,739,Western,Male,29,08-05-2023,102110,340000,1,08-06-2023,105533.96,0,187031,31041
15684010,640,Western,Female,74,08-06-2023,64834,460000,0,08-07-2023,34130.43,0,353475,290066
15674950,544,Western,Male,39,08-04-2023,171172,370000,1,08-08-2023,146637.45,0,375211,268613
15772243,612,South,Female,33,08-11-2022,140417,490000,1,08-08-2023,142797.5,1,374816,49200
15627002,728,South,Male,38,08-07-2023,298561,460000,1,08-08-2023,139059.05,0,255026,215795
15592089,788,South,Female,43,08-10-2022,393736,460000,1,08-07-2023,116111.51,0,239259,2634
15623972,479,Western,Male,23,08-11-2022,158336,410000,0,08-06-2023,95148.28,0,81543,90519
15575679,590,South,Male,24,08-01-2023,181521,400000,0,08-05-2023,58781.11,0,492198,177487
15790497,503,North,Male,37,08-02-2023,381349,410000,1,08-07-2023,136506.86,0,342743,274285
15624775,729,South,Male,67,08-06-2023,357578,360000,1,08-08-2023,102391.06,0,159864,271136
15673238,517,Western,Female,59,08-12-2022,13956,430000,1,08-07-2023,101240.08,1,264557,180121
15749093,801,South,Male,43,08-04-2023,190777,350000,0,08-07-2023,98586.14,0,499094,115587
